id,loc_name,agg,type,Key Statistics: Total Households,Main source of household drinking water: metered SIWA drinking water,Main source of household drinking water: communal standpipe,Main source of household drinking water: private water tank,Main source of household drinking water: communal water tank,Main source of household drinking water: well - protected,Main source of household drinking water: well - unprotected,Main source of household drinking water: river or stream,Main source of household drinking water: bottled water,Main source of household drinking water: other source of drinking water,Main source of household washing water: piped - private,Main source of household washing water: piped - shared,Main source of household washing water: communal standpipe,Main source of household washing water: well - protected,Main source of household washing water: well - unprotected,Main source of household washing water: private water tank,Main source of household washing water: communal water tank,Main source of household washing water: sea water,"Main source of household washing water: river, lake or stream water",Main source of household washing water: other source of washing water,Main type of household toilet facility: flush toilets - private,Main type of household toilet facility: flush toilets - shared,Main type of household toilet facility: water sealed toilets - private,Main type of household toilet facility: water sealed toilets - shared,Main type of household toilet facility: pit latrines - private,Main type of household toilet facility: pit latrines - shared,Main type of household toilet facility: other toilets,Main type of household toilet facility: no toilets,Main source of household lighting: Main Grid,Main source of household lighting: Own Generator,Main source of household lighting: solar,Main source of household lighting: gas,Main source of household lighting: kerosene lamp,Main source of household lighting: coleman lamp,Main source of household lighting: Wood or Coconut,Main source of household lighting: other lighting,Main source of household lighting: no lighting,Main source of household cooking energy: Electricity from Main Grid,Main source of household cooking energy: Kerosene,Main source of household cooking energy: Wood or Coconut,Main source of household cooking energy: Charcoal,Main source of household cooking energy: Gas,Main source of household cooking energy: other cooking fuels,Households involvement in growing food: subsistence only,Households involvement in growing food: sale only,Households involvement in growing food: subsistence and sale,Households involvement in growing food: not growing food,Households involvement in growing food: No response,Households involvement in fishing: subsistence only,Households involvement in fishing: sale only,Households involvement in fishing: subsistence and sale,Households involvement in fishing: Households not fishing,Household money received from remittances: None,Household money received from remittances: unknown or not applicable,Household money received from remittances: 1 - 499 S.I. dollars,Household money received from remittances: 500 - 999 S.I. dollars,Household money received from remittances: 1000 - 1499 S.I. dollars,Household money received from remittances: more than 1500 S.I. dollars,Main source of household income in last 12 months: No income,Main source of household income in last 12 months: Wages Salary,Main source of household income in last 12 months: Own business,Main source of household income in last 12 months: Sale fish crop craft,Main source of household income in last 12 months: Land lease,Main source of household income in last 12 months: House rent,Main source of household income in last 12 months: Remittances,Main source of household income in last 12 months: Other source
2,Western,Province,Proportion,100,0.27,30.16,33.4,17.63,0.33,0.12,14.29,0.6,3.19,7.59,7.99,36.21,8.01,1.97,10.64,0.73,0.09,25.66,1.12,11.14,1.52,12.21,1.87,3.38,0.91,25.43,43.54,12.1,1.05,8.35,0.07,75.75,0.14,0.64,1.73,0.17,0.44,1.02,94.39,0.79,3.2,0.15,34.09,0.53,55.68,7.21,2.49,36.72,0.49,45.86,16.93,68.68,1.87,15.59,6.54,3.85,3.47,1.32,27.12,4.49,54.63,0.06,0.35,2.98,9.05
3,Isabel,Province,Proportion,100,0.45,64.44,10.23,11.16,0.84,0.43,10.69,0.17,1.59,7.52,16.7,47.68,0.74,0.58,1.36,0.41,0.02,24.46,0.52,2.76,0.43,7.23,5.19,23.29,2.8,57.07,1.22,5.79,1.21,16.92,0.39,74.37,0.31,0.06,0.91,0.04,0.1,0.78,94.5,2.57,2.02,0.04,29.96,0.25,62.45,3.97,3.36,28.72,0.17,52.19,18.92,67.66,1.89,20.55,5.95,2.84,1.11,1.79,17.64,6.03,56.39,0.08,0.35,3.38,14.35
4,Central,Province,Proportion,100,0.53,39.45,18.55,17.57,1.2,0.29,18.33,1.61,2.47,5.89,15.8,24.49,10.07,27.05,1.57,0.63,0.02,13.44,1.04,5.95,0.73,2.16,0.94,0.16,0.53,27.2,62.32,3.85,0.67,3.83,0.14,91.25,0,0,0.2,0.04,0.24,0.14,97.66,0,1.96,0,24.16,0.24,72.56,1.75,1.28,26.34,0.18,50.32,23.16,84.02,2.69,8.30,2.59,0.98,1.43,1.35,13.56,7.6,51.34,0.02,0.1,1.79,24.24
5,Rennell-Bell,Province,Proportion,100,0,0,79.51,13.37,0.73,1.45,0.15,2.62,2.18,0,0,0,1.02,4.07,66.57,2.76,0,22.38,3.2,2.47,0.44,22.38,0.58,57.7,14.53,1.89,0,0.44,0.15,74.85,0,21.08,0,0,1.74,1.74,0,0.58,96.8,0,2.62,0,70.49,0.15,21.95,4.22,3.2,48.11,0,24.85,27.03,44.04,12.94,10.17,11.77,7.70,13.37,16.57,21.37,5.81,35.47,0.15,1.89,11.92,6.83
6,Guadalcanal,Province,Proportion,100,6.35,26.56,5.05,7.38,6.64,5.61,37.83,0.45,4.14,5.27,11.7,15.23,8.02,5.47,0.84,0.57,0.04,51.86,1,5.45,4.38,7.48,2.39,19.6,5.05,24.84,30.8,8.22,1.33,3.48,0.12,82.72,0.12,2.39,1.32,0.29,0.23,0.23,95.69,0.12,3.59,0.14,38.6,0.73,46.13,7.56,6.98,37.14,0.34,20.47,42.04,80.64,5.33,9.86,2.11,1.24,0.82,3.13,23.18,5.06,44.88,0.12,0.59,1.06,21.98
7,Malaita,Province,Proportion,100,1.57,45.37,5.11,7.57,1.76,0.38,33.12,0.63,4.48,6.69,11.04,30.61,5.13,3.8,1.37,0.99,0.43,37.9,2.03,3.75,0.45,5,1.18,15.51,27.4,25.99,20.74,3.39,0.3,12.16,0.2,78.67,0.11,0.93,3.94,0.31,0.14,0.32,98.34,0.05,1.04,0.11,37.91,0.5,51.41,5.02,5.18,19.95,0.46,28.52,51.06,74.03,3.47,13.48,4.98,2.51,1.53,5.75,12.05,5.28,45.35,0.06,0.63,2.39,28.49
8,Makira-Ulawa,Province,Proportion,100,0.43,49.94,3.35,8.41,0.52,0.26,34.27,0.22,2.61,7,10.57,34.7,0.6,3.79,0.32,0.18,0.03,40.6,2.22,3.32,0.6,3.11,4.38,2.15,0.57,37.28,48.6,3.69,0.67,5.91,0.11,79.95,1.03,0.86,6.57,1.2,0.42,0.11,98.54,0.03,0.66,0.25,46.49,0.54,43.58,3.83,5.55,49.2,0.4,27.34,23.06,76.93,4.56,10.23,4.13,2.15,2.01,4.39,14.04,6.4,45.91,0.2,0.39,1.25,27.42
9,Temotu,Province,Proportion,100,0.09,38.46,10.41,24.24,1.91,5.81,7.79,0.23,11.06,1.25,3.02,34.12,4.44,19.73,7.48,4.86,9.02,12.99,3.09,2.3,1.09,2.07,2.07,0.93,0.26,11.16,80.13,2.7,0.19,12.36,0.05,79.74,0.51,1.58,2.77,0.12,0.14,0.28,98.95,0,0.58,0.05,28.12,0.37,65.12,2.67,3.72,38.51,0.37,46.46,14.66,83.80,2.58,7.69,3.30,1.70,0.93,3.7,14.22,3.86,58.22,0.23,0.33,2.79,16.66
101,South Choiseul,Constituency,Proportion,100,0.06,34.75,17.34,24.33,0.32,0,18.81,1.21,3.18,3.18,11.37,36.79,3.62,13.09,2.99,3.05,0.06,23.76,2.1,3.62,2.29,8.96,0.32,3.05,0.38,16.65,64.74,3.62,1.21,9.59,0.57,81.89,0.89,0.06,1.91,0.25,0.13,0.95,97.65,0.06,1.14,0.06,35.51,0.13,56.04,5.84,2.48,37.61,0.13,48.6,13.66,48.48,1.72,23.06,13.47,5.78,7.50,0.51,17.6,4.96,47.01,0,0.32,9.21,20.39
102,North West Choiseul,Constituency,Proportion,100,0.05,21.1,31.14,17.12,0.25,0,28.48,0.05,1.82,1.38,3.54,32.12,6.79,2.75,9.35,0.74,0,42.99,0.34,5.12,0.54,3.3,0.89,0.93,0.1,10.97,78.16,3.1,1.18,7.23,0.34,86.18,0.1,0.05,1.82,0,0.15,0.15,97.98,0.15,1.57,0,33.69,0.25,57.11,5.56,3.39,36.55,0.25,40.04,23.17,67.49,1.92,18.64,6.10,3.64,2.21,2.16,19.82,4.28,55.78,0.05,0.39,1.77,15.74
103,East Choiseul,Constituency,Proportion,100,0,39.82,20.9,9.86,0.36,0.18,27.96,0,0.9,1,4.43,56.02,0.36,2.08,1.9,0.36,0,33.67,0.18,2.44,1.63,2.99,2.62,4.8,1.72,10.68,73.12,6.7,0.81,16.29,0.27,74.93,0.09,0,0.81,0.09,0.27,0.45,95.84,0.63,2.17,0.63,37.1,0,54.3,5.97,2.62,37.56,0.09,36.02,26.33,59.46,0.63,27.96,6.52,3.98,1.45,3.26,19.19,3.71,51.49,0.45,0.27,2.26,19.37
1041,East Honiara,Constituency,Proportion,100,70.73,5.79,9.53,0.59,0.67,6.61,4.67,0.65,0.76,56.47,22.13,3.71,0.59,5.96,2.14,0.2,0,6.72,2.08,54.33,8.41,14,4.5,12.85,4.22,1.04,0.65,66.87,0.34,2.08,0.14,29.36,0.37,0.06,0.56,0.22,4.42,2.73,49.97,2.64,36.64,3.6,29.36,0.65,12.23,50.14,7.62,3.09,0.84,3.09,92.97,79.22,9.00,2.73,2.87,1.91,4.27,0.79,78.4,8.27,5.46,0.53,1.55,0.39,4.61
1042,Central Honiara,Constituency,Proportion,100,77.83,3.24,8.48,2.64,0.13,0,6.07,0.6,1.02,61.53,29.92,2.26,0.29,0.03,1.05,0.25,0,4.26,0.41,49.11,11.5,16.26,8.23,7.94,2.29,2.35,2.32,63.02,0.38,2.03,0.19,33.01,0.41,0,0.7,0.25,3.05,3.24,56.83,0.79,33.51,2.57,30.37,0.38,3.14,61.25,4.86,4.03,0.51,1.72,93.74,83.99,7.97,1.37,1.94,1.49,3.24,0.64,78.62,8.83,2.89,0.6,2.16,0.54,5.72
1043,West Honiara,Constituency,Proportion,100,79.31,1.89,11.2,1.32,0.61,0,2.81,2.24,0.61,68.47,24.86,0.92,0.97,0.26,1.32,0.18,0,2.77,0.26,60.74,7.2,8.08,5.8,12.38,3.73,1.05,1.01,62.27,0.31,2.81,0.09,33.03,0.44,0.04,0.79,0.22,3.43,2.72,52.48,0.53,40.54,0.31,42.47,1.58,2.9,48.09,4.96,11.11,0.53,1.05,87.31,75.49,5.88,5.58,2.99,3.86,6.19,1.19,75.58,9.27,4.74,0.7,2.46,0.75,5.31
204,Shortland Islands,Constituency,Proportion,100,0.14,2,34.09,59.34,0.57,0,3.42,0,0.43,0.86,8.27,35.52,34.38,10.7,5.56,0.43,0,4.14,0.14,4.85,0.71,0.43,0,1.14,0.43,20.68,71.75,0.43,1.85,10.56,0,74.47,0.43,10.98,0.71,0.57,0,0.29,90.87,8.27,0.57,0,55.35,0.86,35.81,3.85,4.14,27.1,0.57,61.91,10.41,69.90,4.14,11.84,6.42,3.99,3.71,1.43,9.42,4.42,68.62,0,0.43,1.57,14.12
205,North Vella la Vella,Constituency,Proportion,100,0.11,32.54,20.14,28.56,0.11,0,18.32,0,0.23,3.41,14.9,35.84,0.11,0.46,2.5,0.23,0,42.32,0.23,3.3,0,6.83,0.23,1.02,0.11,2.96,85.55,4.44,0.68,3.53,0.11,90.9,0.11,0,0.23,0,0,0.23,98.29,0,1.48,0,28.9,0.11,68.26,2.28,0.46,41.41,0,49.15,9.44,69.17,0.68,17.75,6.94,2.84,2.62,1.02,19,4.32,60.18,0,0.11,2.73,12.63
206,South Vella la Vella,Constituency,Proportion,100,0,43.29,26.45,18.75,0.08,0.23,9.53,0.76,0.91,8.23,6.33,52.97,0.3,1.6,2.29,0.15,0.15,27.97,0,2.67,0.3,15.4,0.61,1.3,0.08,15.55,64.1,1.98,0.38,5.49,0.08,91.08,0.08,0.15,0.76,0,0.08,0.53,98.17,0,1.14,0.08,27.59,1.6,67.38,2.82,0.61,42.99,1.22,41.77,14.02,50.76,1.37,32.01,9.15,3.35,3.35,1.52,21.95,2.67,63.11,0.08,0,5.87,4.8
207,Ranongga-Simbo,Constituency,Proportion,100,0,60.74,6.28,4.18,0,0.12,25.05,0,3.63,2.46,5.54,53.85,0.43,0.25,2.34,0.55,0,34.52,0.06,1.54,0.62,15.2,1.91,3.57,2.89,3.88,70.4,0.68,0.31,5.48,0.12,88.68,0.12,0.12,4.31,0.18,0,1.17,96.43,1.6,0.74,0.06,19.88,0.12,77.48,1.23,1.29,30.52,0,51.57,17.91,72.31,1.48,11.82,6.40,4.49,3.51,0.37,13.42,4.31,73.91,0.06,0.12,3.63,4.18
208,Gizo-Kolombangara,Constituency,Proportion,100,0.04,21.74,36.57,15.64,0.73,0,19.95,0.57,4.75,14.79,10.77,22.15,5.57,0.16,17.03,0.89,0.04,27.92,0.69,29.38,2.36,11.95,2.48,7.15,2.23,27.63,16.82,32.26,1.71,2.89,0,60.87,0.37,0.08,1.75,0.08,1.5,3.41,85.21,0.12,9.55,0.2,45.47,0.37,32.59,18.53,3.05,44.86,0.89,27.35,26.9,77.65,0.89,10.00,4.96,3.17,3.33,0.73,47.79,5.65,30.8,0,0.57,1.67,12.8
209,West New Georgia-Vonavona,Constituency,Proportion,100,1.29,1.13,63.01,28.16,0.04,0.08,0.12,1.13,5.04,14.95,12.73,10.07,25.26,5.2,20.15,1.13,0.04,8.1,2.38,18.94,4.11,17.37,4.43,1.85,0.24,41.86,11.2,22,1.21,2.98,0.04,72.6,0.08,0.04,0.97,0.08,0.32,0.64,93.39,0.56,4.79,0.28,42.39,0.28,43.63,11.44,2.26,42.51,0.52,37.83,19.14,60.27,2.05,18.53,9.27,5.28,4.59,0.4,42.51,5.36,36.3,0.2,0.93,3.14,11.16
210,North New Georgia,Constituency,Proportion,100,0,56.12,12.23,5.5,0,0,23.39,0,2.75,6.27,1.99,54.28,0,0.15,1.83,0.46,0.15,34.71,0.15,9.94,0.46,6.57,0.76,0.15,0,60.09,22.02,1.68,0.76,1.53,0,95.57,0.15,0,0,0.31,0,0,99.85,0,0.15,0,14.22,0.31,80.89,2.45,2.14,23.55,0.15,69.27,7.03,89.30,0.76,8.41,0.92,0.46,0.15,3.82,11.01,1.38,78.44,0,0,1.38,3.98
211,South New Georgia-Rendova,Constituency,Proportion,100,0,24.65,38.62,13.23,0.94,0,19.21,1.28,2.08,2.01,5.44,29.15,4.5,1.81,9.94,1.48,0,42.71,2.96,2.82,0.54,11.42,1.21,8.13,0.54,56.88,18.47,10.07,1.07,4.63,0.07,81.06,0,0.13,2.96,0,0.54,0,98.12,0,1.21,0.13,24.58,0.47,69.31,2.96,2.69,28.27,0.47,55.88,15.38,68.97,2.01,16.45,6.11,3.83,2.62,1.21,18.6,3.16,61.52,0,0.34,3.43,11.75
212,Marovo,Constituency,Proportion,100,0.09,46.27,28.35,5.93,0.32,0.46,14.68,0.56,3.33,2.55,2.87,58.59,0.83,0.28,11.86,0.42,0.32,20.94,1.34,5.09,0.88,10.7,1.07,1.34,0.19,4.72,76.01,3.94,1.07,30.52,0.19,61.88,0,0.09,1.85,0.46,0.28,0.51,97.5,0.37,1.11,0.23,34.04,0.83,56.6,4.08,4.45,32.7,0.19,53.82,13.29,69.25,3.33,13.34,5.60,4.21,4.26,3.06,19.13,5.37,64.43,0.05,0,2.78,5.19
313,Hograno-Kia-Havulei,Constituency,Proportion,100,0,46.32,20.43,21.43,1,0.79,9.35,0.16,0.53,1.84,14.81,42.02,1.31,0.68,2.15,0.79,0.05,36.08,0.26,1.05,0.58,3.41,6.72,34.66,0.42,51.89,1.26,7.72,2.52,15.55,0.42,72.95,0,0.05,0.79,0,0.16,1.47,91.07,4.78,2.47,0.05,39.29,0.05,51.94,5.25,3.47,37.55,0.16,49.74,12.55,63.87,1.47,21.90,7.56,3.36,1.84,2.05,21.01,5.99,49.74,0.21,0.26,1.37,19.38
314,Marigne-Kokota,Constituency,Proportion,100,0.1,75.53,4.64,6.99,0,0,9.49,0.05,3.18,14.66,23.32,44.65,0,0,0.78,0.16,0,15.6,0.83,5.43,0.37,11.48,2.24,22.17,6.16,51.28,0.89,7.62,0.52,16.07,0.31,73.4,0.68,0.1,1.2,0.1,0.1,0.52,95.83,1.67,1.88,0,26.55,0.52,65.94,4.02,2.97,26.86,0.26,43.56,29.32,73.76,1.98,19.41,2.61,1.72,0.52,1.51,19.87,6.68,56.49,0,0.57,1.51,13.35
315,Gao-Bugotu,Constituency,Proportion,100,1.59,74.43,3.63,2.42,1.82,0.53,14.37,0.38,0.83,5.37,9.83,60.21,0.98,1.29,1.06,0.23,0,20.57,0.45,1.36,0.3,6.58,7.26,8.55,1.36,72.92,1.66,0.38,0.3,20.12,0.45,77.84,0.23,0,0.68,0,0,0.15,97.5,0.68,1.59,0.08,21.48,0.15,72.54,2.04,3.78,18.68,0.08,68.23,13.01,64.30,2.34,20.27,8.47,3.71,0.91,1.82,9.53,5.14,65.81,0,0.15,9,8.55
430,Nggela,Constituency,Proportion,100,0.78,46.97,7.78,13.18,1.57,0.39,26.18,0.03,3.11,8.17,19.79,27.69,9.47,13.24,0.81,0.54,0,18.97,1.3,5.73,1.03,1.93,0.09,0.21,0.09,27.39,63.53,5.7,0.6,3.32,0.21,90.05,0,0,0.09,0.03,0.36,0.21,96.83,0,2.59,0,19.7,0.12,76.98,1.84,1.36,20.94,0.06,55.35,23.65,82.38,1.96,10.11,3.02,0.75,1.78,1.48,16.83,9.86,56.65,0,0.12,2.26,12.79
431,Savo-Russull Islands,Constituency,Proportion,100,0,23.77,41.01,26.73,0.44,0.06,1.95,4.91,1.13,1.13,7.48,17.8,11.32,55.85,3.14,0.82,0.06,1.89,0.5,6.42,0.13,2.64,2.7,0.06,1.45,26.79,59.81,0,0.82,4.91,0,93.77,0,0,0.44,0.06,0,0,99.37,0,0.63,0,33.46,0.5,63.33,1.57,1.13,37.61,0.44,39.81,22.14,87.42,4.21,4.53,1.70,1.45,0.69,1.07,6.73,2.89,40.25,0.06,0.06,0.82,48.11
532,Rennell-Bellona,Constituency,Proportion,100,0,0,79.51,13.37,0.73,1.45,0.15,2.62,2.18,0,0,0,1.02,4.07,66.57,2.76,0,22.38,3.2,2.47,0.44,22.38,0.58,57.7,14.53,1.89,0,0.44,0.15,74.85,0,21.08,0,0,1.74,1.74,0,0.58,96.8,0,2.62,0,70.49,0.15,21.95,4.22,3.2,48.11,0,24.85,27.03,44.04,12.94,10.17,11.77,7.70,13.37,16.57,21.37,5.81,35.47,0.15,1.89,11.92,6.83
633,North West Guadalcanl,Constituency,Proportion,100,25.24,33.28,4.85,2.31,4.36,0.29,25.61,0.03,4.05,12.38,16.57,20.42,8.73,5.08,0.83,0.37,0,34.64,1,10.07,5.7,13.06,4.82,23.07,7.04,17.74,18.51,11.26,1.48,3.71,0.17,82.75,0.03,0,0.57,0.03,0.54,0.43,90.48,0.2,8.27,0.09,38.55,1.17,40.98,12.55,6.76,22.5,0.43,13.46,63.62,87.34,3.51,5.22,1.63,1.31,1.00,2.11,42.77,5.79,35.36,0.06,0.94,1.08,11.89
634,West Guadalcanal,Constituency,Proportion,100,0,50.45,1.97,0.84,0.24,0.84,44.4,0,1.26,1.62,15.74,31.06,1.86,2.15,0.12,0.12,0,46.8,0.54,0.6,0.18,5.39,1.32,4.01,2.81,41.11,44.58,0.12,0.36,2.87,0.12,95.93,0,0.12,0.3,0.18,0,0.18,99.4,0,0.36,0.06,33.21,0.66,52.96,5.15,8.02,44.88,0.54,36.03,18.55,85.28,5.57,6.76,0.90,0.90,0.60,3.71,6.4,4.97,63.61,0.06,0.06,0.3,20.89
635,South Guadalcanal,Constituency,Proportion,100,2.09,46.12,0,0,0,0,51.65,0,0.14,5,11.61,30.86,0,0,0,0,0,52.53,0,0.2,0.14,6.89,0.47,15.87,1.15,20.19,55.1,0,0.2,1.69,0,94.4,0,2.36,0.54,0.81,0,0,99.86,0,0.07,0.07,34.37,0.41,58,2.03,5.2,30.65,0.14,34.77,34.44,74.48,9.18,12.69,2.70,0.74,0.20,4.39,5.33,3.51,74,0.14,0.27,2.43,9.93
636,East Guadalcanal,Constituency,Proportion,100,0.72,41.47,3.38,3.33,0.19,0,50.14,0.14,0.63,3.28,17.79,28.78,3.28,0.39,0.53,0.24,0.24,44.41,1.06,0.68,0.24,7.14,0.96,6.41,1.83,31.05,51.69,0.29,0.34,5.59,0.05,71.89,0.29,16.88,3.86,0.82,0.05,0,99.32,0.24,0.29,0.1,57.23,0.68,35.49,2.22,4.39,38.72,0.77,31.49,29.03,71.50,2.94,20.35,3.42,1.40,0.39,7.52,6.41,4.97,54.34,0.05,0.1,1.93,24.69
637,East-Central,Constituency,Proportion,100,0.05,4.43,4.48,15.48,6.92,7.13,60.64,0,0.87,0.05,0.15,2.9,5.04,6.21,0.25,0.1,0,85.29,0,0.05,0.1,1.58,0.25,19.7,5.91,25.51,46.89,0,0.25,1.93,0.15,93.38,0.31,0.71,2.9,0.36,0.15,0,99.64,0,0,0.2,32.99,0.41,54.79,3.26,8.55,37.32,0.15,33.4,29.12,84.57,3.72,7.74,2.85,0.66,0.46,4.18,7.28,6.92,56.62,0.31,0.61,1.48,22.61
638,North-East,Constituency,Proportion,100,0.2,16.02,3.06,5.49,14.78,20.86,23.18,0.1,16.31,2.27,14.48,1.98,8.95,5.68,0.25,0.1,0.1,63.72,2.47,4.94,12.01,6.33,1.38,31.34,5.73,32.43,5.83,16.21,1.09,4.75,0.1,76.72,0,0.1,0.99,0.05,0,0.05,98.67,0,1.04,0.25,27.63,0.4,51.06,9.59,11.32,48.69,0.4,13.79,37.12,80.87,11.67,3.81,0.89,1.19,1.58,2.03,24.37,2.47,36.13,0.1,0.4,0.89,33.61
639,North Guadalcanal,Constituency,Proportion,100,0,18.84,10.49,28.6,24.9,7.46,8.81,0.11,0.79,7.68,12.45,7.68,27.54,10.43,3.31,3.2,0,27.65,0.06,14.02,15.31,5.78,2.24,18.9,6.17,20.13,17.44,26.19,1.91,2.36,0.11,68.87,0,0.39,0.17,0,0.39,0.34,91.92,0,7.12,0.22,24.17,0.56,55.08,11.89,8.3,29.84,0.22,15.59,54.35,86.09,5.78,4.66,1.74,1.01,0.73,1.07,40.66,4.09,38.92,0.22,0.79,0.28,13.97
640,Central Guadalcanal,Constituency,Proportion,100,5.75,9.7,9.62,6.69,3.76,9.17,46.24,2.59,6.47,4.44,3.95,3.42,7.56,11.05,1.24,0.6,0,65.68,2.07,7.71,0.9,8.38,4.51,28.65,6.62,18.61,24.62,8.01,3.76,3.83,0.15,82.33,0.26,0.04,1.28,0.34,0.34,0.53,92.41,0.34,6.24,0.15,52.03,1.02,34.21,8.46,4.29,49.96,0.08,2.18,47.78,72.74,3.38,17.82,2.78,2.11,1.17,1.47,30,6.32,24.02,0.08,1.05,0.41,36.65
716,North Malaita,Constituency,Proportion,100,0,60.65,0.67,3.18,2.95,0.04,20.95,0.16,11.4,11.08,12.74,42.33,4.01,0.51,0.79,1.69,0,23.27,3.58,2.91,0.08,4.95,0.71,33.84,15.57,30.5,11.44,1.81,0.16,5.46,0.35,83.1,0.12,0.63,8.1,0.28,0.04,0.04,99.14,0.04,0.75,0,44.38,0.51,43.55,3.18,8.37,11.95,0.63,21.66,65.76,72.68,4.17,13.95,5.19,3.22,0.79,7.9,10.26,5.07,29.25,0.04,0.43,3.77,43.28
717,Lau-Mbaelela,Constituency,Proportion,100,0.04,43.61,1.61,4.72,0.52,0.07,43.2,3.18,3.03,3.86,14.87,19.86,1.09,4.2,0.79,1.16,0.64,49.94,3.6,1.05,0.11,1.65,0.67,14.61,41.93,26.68,13.3,0.26,0.15,14.24,0.15,69.54,0.26,0.45,14.35,0.6,0.11,0.34,99.1,0.07,0.3,0.07,33.83,0.52,56.13,2.55,6.97,11.88,0.19,33.76,54.18,66.35,3.97,18.47,5.43,3.75,2.02,4.5,7.01,3.33,58.45,0,0.3,3.11,23.3
718,Baegu-Asifola,Constituency,Proportion,100,0,26,1,1.61,0,0,63.55,0.1,7.73,0.7,5.82,17.67,1.81,0.1,0.5,0.2,0.3,66.37,6.53,0.7,0,0.3,0.5,3.41,54.32,24.9,15.86,0,0.1,11.55,0.7,84.34,0.1,0.4,2.51,0.3,0.3,0,99.4,0,0.3,0,23.8,0.1,65.16,9.14,1.81,17.47,0.2,43.47,38.86,90.76,0.40,3.51,2.91,1.20,1.20,8.84,4.52,2.51,56.53,0,0.5,0.6,26.51
719,Fataleka,Constituency,Proportion,100,0.07,31.24,1.57,9.19,1.12,0.15,52.91,0,3.74,3.74,10.24,20.78,0.6,3.51,0.07,1.12,0,59.04,0.9,0.15,0.07,0.15,0.82,17.04,38.49,37.97,5.31,0.07,0.22,10.46,0,85.43,0,0.15,3.36,0.3,0.07,0,99.48,0.07,0.3,0.07,33.41,0.52,58.45,1.79,5.83,22.5,0.15,40.88,36.47,75.49,2.62,14.50,4.41,2.02,0.97,3.44,7.1,3.29,57.77,0,0.15,0.22,28.03
720,West Kwara'ae,Constituency,Proportion,100,0,55.36,1.47,5.61,0.23,0.62,29.93,0,6.78,5.19,15.06,35.85,1.01,0.74,0.58,0.74,0.04,37.9,2.9,1.63,0.27,9.41,0.66,14.6,51.72,20.25,1.47,0.39,0.12,2.17,0.08,96.17,0,0.12,0.81,0.15,0.08,0.19,99.46,0.04,0.19,0.04,22.88,0.54,68.8,2.21,5.57,8.01,0.04,24.97,66.98,75.03,5.07,14.91,3.17,1.36,0.46,3.25,10.34,2.21,46.11,0,0.31,1.51,36.28
721,Central Kwara'ae,Constituency,Proportion,100,1.84,45.76,7.47,11.61,6.04,1.11,19.49,1.49,5.19,12.91,17.5,23.16,11.23,5.51,2.44,0.89,0.09,25.41,0.85,6.71,0.85,11.99,2.78,26.17,25.82,15.16,10.51,4.87,0.41,4.24,0.13,88.29,0.28,0.13,1.46,0.19,0,0.09,98.61,0.06,1.14,0.09,44.81,0.19,46.52,3.92,4.56,15.32,0.09,9.37,75.22,69.40,4.49,13.16,7.28,3.01,2.66,1.52,18.67,4.75,29.02,0.32,1.55,3.67,40.51
722,East Malaita,Constituency,Proportion,100,0,36.23,9.91,12.24,1.34,0,40.2,0,0.07,2.12,4.6,27.18,8.78,0.42,3.04,1.7,0,51.59,0.57,1.84,0.5,1.91,0,33.76,42.53,17.76,1.7,0,0.14,10.76,0.07,84.5,0,0,4.46,0.07,0,0,99.72,0,0.28,0,32.98,0.92,59.94,3.26,2.9,19.96,1.06,12.6,66.38,71.62,0.85,18.26,5.17,3.26,0.85,3.68,8.42,5.1,58.74,0.07,0.21,0.57,23.21
723,Auki-Langalanga,Constituency,Proportion,100,25.86,20.76,14.09,17.3,0.16,0,9.97,0.58,11.29,28.58,7.08,12.85,8.4,6.92,6.26,2.64,5.35,16.06,5.85,27.27,1.15,11.86,1.98,7.83,4.7,20.35,24.88,27.1,0.99,2.97,0.16,67.63,0.08,0,0.82,0.25,0.99,2.72,84.68,0.33,10.96,0.33,53.62,0.33,6.51,35.91,3.62,16.56,0.41,17.05,65.98,65.07,2.55,17.46,7.33,4.28,3.29,6.43,42.92,10.96,14.17,0,1.98,2.64,20.92
724,East Kwaio,Constituency,Proportion,100,0,44.09,2.21,2.04,1.28,1.4,48.98,0,0,2.91,5.42,34.25,1.34,5.59,0.76,1.86,0,47.7,0.17,2.1,0,0.23,0,14.62,50.9,23.06,9.09,1.46,0.17,21.9,0.29,66.57,0,4.14,5.07,0.41,0.35,0,99.36,0.06,0.17,0.06,49.16,0.17,43.97,2.56,4.14,18.64,0.23,26.97,54.16,74.90,3.20,11.71,5.59,2.15,2.45,19.63,6.87,11.88,33.2,0,0.35,3.2,24.87
725,West Kwaio,Constituency,Proportion,100,0,29.33,17.74,16.06,4.46,0.46,31.42,0.12,0.41,2.2,13.62,18.09,14.2,7.88,1.33,0.23,0,42.2,0.23,1.74,1.68,1.68,1.57,6.49,21.51,25.57,39.77,1.91,0.7,8.23,0.41,80,0.12,6.32,2.03,0.29,0,0.52,98.43,0,0.87,0.17,39.83,0.46,51.42,2.38,5.91,28.29,0.7,29.45,41.57,82.78,5.39,7.71,2.32,0.75,1.04,5.33,13.51,3.07,55.13,0.06,1.1,0.93,20.87
